Snap_Date,Store_Name,Store_Division,Tool_Brand,Major_Business_Unit,Tool_Category,Expert_Level,Week_Sales_SPT,Annual_Sales_SPT,Supply_Weeks,Week_ID,Year_ID,Series
2022-03-28,Lowes,Power Tools,DeWalt,BRU,Accessories,Pro,95748.39,1178622.07,8.233395955,13,2021,Lowes-Power Tools-DeWalt-BRU-Accessories-Pro
2022-04-04,Lowes,Power Tools,DeWalt,BRU,Accessories,Pro,1853366.5,27401863.52,13.41298726,14,2021,Lowes-Power Tools-DeWalt-BRU-Accessories-Pro
2022-04-11,Lowes,Power Tools,DeWalt,BRU,Accessories,Pro,2412114.3,29813977.82,14.75555212,15,2021,Lowes-Power Tools-DeWalt-BRU-Accessories-Pro
2022-04-18,Lowes,Power Tools,DeWalt,BRU,Accessories,Pro,2129232.92,31943210.74,12.96024757,16,2021,Lowes-Power Tools-DeWalt-BRU-Accessories-Pro
2022-04-25,Lowes,Power Tools,DeWalt,BRU,Accessories,Pro,65784.39,1484584.33,8.464076304,17,2021,Lowes-Power Tools-DeWalt-BRU-Accessories-Pro
2022-05-02,Lowes,Power Tools,DeWalt,BRU,Accessories,Pro,2087281.39,36122823.14,12.47107899,18,2021,Lowes-Power Tools-DeWalt-BRU-Accessories-Pro
2022-05-09,Lowes,Power Tools,DeWalt,BRU,Accessories,Pro,2062266.22,38185089.36,13.46900597,19,2021,Lowes-Power Tools-DeWalt-BRU-Accessories-Pro
2022-05-16,Lowes,Power Tools,DeWalt,BRU,Accessories,Pro,62661.24,1667373.53,10.34178348,20,2021,Lowes-Power Tools-DeWalt-BRU-Accessories-Pro
2022-05-23,Lowes,Power Tools,DeWalt,BRU,Accessories,Pro,2198187.67,42543393.22,15.88443652,21,2021,Lowes-Power Tools-DeWalt-BRU-Accessories-Pro
2022-05-30,Lowes,Power Tools,DeWalt,BRU,Accessories,Pro,1876046.04,44419439.26,14.13938293,22,2021,Lowes-Power Tools-DeWalt-BRU-Accessories-Pro
2022-06-06,Lowes,Power Tools,DeWalt,BRU,Accessories,Pro,2100102.94,46519542.2,15.71822797,23,2021,Lowes-Power Tools-DeWalt-BRU-Accessories-Pro
2022-06-13,Lowes,Power Tools,DeWalt,BRU,Accessories,Pro,1892912.48,48412454.68,14.44663686,24,2021,Lowes-Power Tools-DeWalt-BRU-Accessories-Pro
2022-06-20,Lowes,Power Tools,DeWalt,BRU,Accessories,Pro,2044170.27,50456624.95,15.91763701,25,2021,Lowes-Power Tools-DeWalt-BRU-Accessories-Pro
2022-06-27,Lowes,Power Tools,DeWalt,BRU,Accessories,Pro,2153881.56,52610506.51,15.88116431,26,2021,Lowes-Power Tools-DeWalt-BRU-Accessories-Pro
2022-07-04,Lowes,Power Tools,DeWalt,BRU,Accessories,Pro,1881619.46,54492125.97,15.10195147,27,2021,Lowes-Power Tools-DeWalt-BRU-Accessories-Pro
2022-07-11,Lowes,Power Tools,DeWalt,BRU,Accessories,Pro,2179146.9,56671272.87,15.43049553,28,2021,Lowes-Power Tools-DeWalt-BRU-Accessories-Pro
2022-07-18,Lowes,Power Tools,DeWalt,BRU,Accessories,Pro,106177.17,2266020.6,15.44519125,29,2021,Lowes-Power Tools-DeWalt-BRU-Accessories-Pro
2022-07-25,Lowes,Power Tools,DeWalt,BRU,Accessories,Pro,2078413.74,60959404.13,14.45587085,30,2021,Lowes-Power Tools-DeWalt-BRU-Accessories-Pro
2022-08-01,Lowes,Power Tools,DeWalt,BRU,Accessories,Pro,107416.64,2473183.94,12.03666073,31,2021,Lowes-Power Tools-DeWalt-BRU-Accessories-Pro
2022-08-08,Lowes,Power Tools,DeWalt,BRU,Accessories,Pro,1996818.57,65090801.02,13.86286917,32,2021,Lowes-Power Tools-DeWalt-BRU-Accessories-Pro
2022-08-15,Lowes,Power Tools,DeWalt,BRU,Accessories,Pro,1914624.35,67005425.37,13.41724731,33,2021,Lowes-Power Tools-DeWalt-BRU-Accessories-Pro
2022-08-22,Lowes,Power Tools,DeWalt,BRU,Accessories,Pro,85771.89,2742448.22,10.98790299,34,2021,Lowes-Power Tools-DeWalt-BRU-Accessories-Pro
2022-08-29,Lowes,Power Tools,DeWalt,BRU,Accessories,Pro,1904589.49,70898453.29,13.84557559,35,2021,Lowes-Power Tools-DeWalt-BRU-Accessories-Pro
2022-09-05,Lowes,Power Tools,DeWalt,BRU,Accessories,Pro,95470.97,2926051.13,13.46827106,36,2021,Lowes-Power Tools-DeWalt-BRU-Accessories-Pro
2022-09-12,Lowes,Power Tools,DeWalt,BRU,Accessories,Pro,1841862.1,74764530.85,12.8323536,37,2021,Lowes-Power Tools-DeWalt-BRU-Accessories-Pro
2022-09-19,Lowes,Power Tools,DeWalt,BRU,Accessories,Pro,100548.11,3118769.58,14.08807382,38,2021,Lowes-Power Tools-DeWalt-BRU-Accessories-Pro
2022-09-26,Lowes,Power Tools,DeWalt,BRU,Accessories,Pro,2057979.43,78872835.18,12.40181638,39,2021,Lowes-Power Tools-DeWalt-BRU-Accessories-Pro
2022-10-03,Lowes,Power Tools,DeWalt,BRU,Accessories,Pro,100912.57,3329786.58,11.93212694,40,2021,Lowes-Power Tools-DeWalt-BRU-Accessories-Pro
2022-10-10,Lowes,Power Tools,DeWalt,BRU,Accessories,Pro,1953185.07,82689246.98,13.03306878,41,2021,Lowes-Power Tools-DeWalt-BRU-Accessories-Pro
2022-10-17,Lowes,Power Tools,DeWalt,BRU,Accessories,Pro,2067723.98,84756970.96,14.16633298,42,2021,Lowes-Power Tools-DeWalt-BRU-Accessories-Pro
2022-10-24,Lowes,Power Tools,DeWalt,BRU,Accessories,Pro,108021.59,3647386.91,12.7741405,43,2021,Lowes-Power Tools-DeWalt-BRU-Accessories-Pro
2022-10-31,Lowes,Power Tools,DeWalt,BRU,Accessories,Pro,1807972.29,88651889.95,12.37624458,44,2021,Lowes-Power Tools-DeWalt-BRU-Accessories-Pro
2022-11-07,Lowes,Power Tools,DeWalt,BRU,Accessories,Pro,108373.73,3862983.69,11.51371207,45,2021,Lowes-Power Tools-DeWalt-BRU-Accessories-Pro
2022-11-14,Lowes,Power Tools,DeWalt,BRU,Accessories,Pro,1340765.45,91936159.9,9.437057992,46,2021,Lowes-Power Tools-DeWalt-BRU-Accessories-Pro
2022-11-21,Lowes,Power Tools,DeWalt,BRU,Accessories,Pro,65160.42,4003690.44,10.38729835,47,2021,Lowes-Power Tools-DeWalt-BRU-Accessories-Pro
2022-11-28,Lowes,Power Tools,DeWalt,BRU,Accessories,Pro,1368097.67,94485721.35,12.18134685,48,2021,Lowes-Power Tools-DeWalt-BRU-Accessories-Pro
2022-12-05,Lowes,Power Tools,DeWalt,BRU,Accessories,Pro,1268015.62,95753736.97,13.81203114,49,2021,Lowes-Power Tools-DeWalt-BRU-Accessories-Pro
2022-12-12,Lowes,Power Tools,DeWalt,BRU,Accessories,Pro,78661.78,4237011.48,13.1751163,50,2021,Lowes-Power Tools-DeWalt-BRU-Accessories-Pro
2022-12-19,Lowes,Power Tools,DeWalt,BRU,Accessories,Pro,1115603.42,98133938.89,14.50395802,51,2021,Lowes-Power Tools-DeWalt-BRU-Accessories-Pro
2022-12-26,Lowes,Power Tools,DeWalt,BRU,Accessories,Pro,56116.81,4358127.24,13.2320385,52,2021,Lowes-Power Tools-DeWalt-BRU-Accessories-Pro
2023-01-02,Lowes,Power Tools,DeWalt,BRU,Accessories,Pro,56485.08,56485.08,14.41745482,1,2022,Lowes-Power Tools-DeWalt-BRU-Accessories-Pro
2023-01-09,Lowes,Power Tools,DeWalt,BRU,Accessories,Pro,1179593.39,2205596.23,18.96298921,2,2022,Lowes-Power Tools-DeWalt-BRU-Accessories-Pro
2023-01-16,Lowes,Power Tools,DeWalt,BRU,Accessories,Pro,1120274.94,3325871.17,18.54635348,3,2022,Lowes-Power Tools-DeWalt-BRU-Accessories-Pro
2023-01-23,Lowes,Power Tools,DeWalt,BRU,Accessories,Pro,1204154,4530025.17,17.45376245,4,2022,Lowes-Power Tools-DeWalt-BRU-Accessories-Pro
2023-01-30,Lowes,Power Tools,DeWalt,BRU,Accessories,Pro,61533.55,321357.84,14.6200535,5,2022,Lowes-Power Tools-DeWalt-BRU-Accessories-Pro
2023-02-06,Lowes,Power Tools,DeWalt,BRU,Accessories,Pro,1246374.9,6892369,16.1809501,6,2022,Lowes-Power Tools-DeWalt-BRU-Accessories-Pro
2023-02-13,Lowes,Power Tools,DeWalt,BRU,Accessories,Pro,69168.5,464767.42,13.23497268,7,2022,Lowes-Power Tools-DeWalt-BRU-Accessories-Pro
2023-02-20,Lowes,Power Tools,DeWalt,BRU,Accessories,Pro,1268893.86,9383126.55,14.73295537,8,2022,Lowes-Power Tools-DeWalt-BRU-Accessories-Pro
2023-02-27,Lowes,Power Tools,DeWalt,BRU,Accessories,Pro,1305735.61,10688862.16,14.31001442,9,2022,Lowes-Power Tools-DeWalt-BRU-Accessories-Pro
2023-03-06,Lowes,Power Tools,DeWalt,BRU,Accessories,Pro,69427.47,677316.52,12.71792025,10,2022,Lowes-Power Tools-DeWalt-BRU-Accessories-Pro
2023-03-13,Lowes,Power Tools,DeWalt,BRU,Accessories,Pro,1294494.64,13245926.2,13.59573148,11,2022,Lowes-Power Tools-DeWalt-BRU-Accessories-Pro
2023-03-20,Lowes,Power Tools,DeWalt,BRU,Accessories,Pro,69524.38,815321.96,13.2096726,12,2022,Lowes-Power Tools-DeWalt-BRU-Accessories-Pro
2023-03-27,Lowes,Power Tools,DeWalt,BRU,Accessories,Pro,72383.52,887705.48,14.44517185,13,2022,Lowes-Power Tools-DeWalt-BRU-Accessories-Pro
2023-04-03,Lowes,Power Tools,DeWalt,BRU,Accessories,Pro,74887.72,962593.2,16.22277872,14,2022,Lowes-Power Tools-DeWalt-BRU-Accessories-Pro
2023-04-10,Lowes,Power Tools,DeWalt,BRU,Accessories,Pro,1323720.98,18581057.24,14.9064746,15,2022,Lowes-Power Tools-DeWalt-BRU-Accessories-Pro
2023-04-17,Lowes,Power Tools,DeWalt,BRU,Accessories,Pro,1236054.96,19817112.2,15.49188527,16,2022,Lowes-Power Tools-DeWalt-BRU-Accessories-Pro
2023-04-24,Lowes,Power Tools,DeWalt,BRU,Accessories,Pro,86490.99,1210314.83,14.93470119,17,2022,Lowes-Power Tools-DeWalt-BRU-Accessories-Pro
2023-05-01,Lowes,Power Tools,DeWalt,BRU,Accessories,Pro,1325832.03,22528249.25,14.03104278,18,2022,Lowes-Power Tools-DeWalt-BRU-Accessories-Pro
2023-05-08,Lowes,Power Tools,DeWalt,BRU,Accessories,Pro,81331.82,1373648.08,13.43473073,19,2022,Lowes-Power Tools-DeWalt-BRU-Accessories-Pro
2023-05-15,Lowes,Power Tools,DeWalt,BRU,Accessories,Pro,1317218.9,25136708.42,13.07494903,20,2022,Lowes-Power Tools-DeWalt-BRU-Accessories-Pro
2023-05-22,Lowes,Power Tools,DeWalt,BRU,Accessories,Pro,80267.09,1535158.7,14.8526529,21,2022,Lowes-Power Tools-DeWalt-BRU-Accessories-Pro
2023-05-29,Lowes,Power Tools,DeWalt,BRU,Accessories,Pro,1205700.51,27617400.51,13.66502311,22,2022,Lowes-Power Tools-DeWalt-BRU-Accessories-Pro
2023-06-05,Lowes,Power Tools,DeWalt,BRU,Accessories,Pro,87747.73,1700436.23,14.71529412,23,2022,Lowes-Power Tools-DeWalt-BRU-Accessories-Pro
2023-06-12,Lowes,Power Tools,DeWalt,BRU,Accessories,Pro,1288595.16,30229525.08,13.15233033,24,2022,Lowes-Power Tools-DeWalt-BRU-Accessories-Pro
2023-06-19,Lowes,Power Tools,DeWalt,BRU,Accessories,Pro,82041.65,1862704.85,13.91908918,25,2022,Lowes-Power Tools-DeWalt-BRU-Accessories-Pro
2023-06-26,Lowes,Power Tools,DeWalt,BRU,Accessories,Pro,81012.78,1943717.63,14.14824838,26,2022,Lowes-Power Tools-DeWalt-BRU-Accessories-Pro
2023-07-03,Lowes,Power Tools,DeWalt,BRU,Accessories,Pro,72830.67,2016548.3,14.88510239,27,2022,Lowes-Power Tools-DeWalt-BRU-Accessories-Pro
2023-07-10,Lowes,Power Tools,DeWalt,BRU,Accessories,Pro,1315930.06,35300534.49,13.27742241,28,2022,Lowes-Power Tools-DeWalt-BRU-Accessories-Pro
2023-07-17,Lowes,Power Tools,DeWalt,BRU,Accessories,Pro,80525.14,2181574.31,14.39962315,29,2022,Lowes-Power Tools-DeWalt-BRU-Accessories-Pro
2023-07-24,Lowes,Power Tools,DeWalt,BRU,Accessories,Pro,80573.56,2262147.87,14.29724192,30,2022,Lowes-Power Tools-DeWalt-BRU-Accessories-Pro
2023-07-31,Lowes,Power Tools,DeWalt,BRU,Accessories,Pro,1298451.51,39190412.17,13.19211249,31,2022,Lowes-Power Tools-DeWalt-BRU-Accessories-Pro
2023-08-07,Lowes,Power Tools,DeWalt,BRU,Accessories,Pro,1275327.31,40465739.48,13.76825758,32,2022,Lowes-Power Tools-DeWalt-BRU-Accessories-Pro
2023-08-14,Lowes,Power Tools,DeWalt,BRU,Accessories,Pro,85216.06,2508231.09,14.68784043,33,2022,Lowes-Power Tools-DeWalt-BRU-Accessories-Pro
2023-08-21,Lowes,Power Tools,DeWalt,BRU,Accessories,Pro,85495.74,2593726.83,14.73404737,34,2022,Lowes-Power Tools-DeWalt-BRU-Accessories-Pro
2023-08-28,Lowes,Power Tools,DeWalt,BRU,Accessories,Pro,80871.6,2674598.43,14.57725948,35,2022,Lowes-Power Tools-DeWalt-BRU-Accessories-Pro
2023-09-04,Lowes,Power Tools,DeWalt,BRU,Accessories,Pro,1204546.69,45560610.09,14.53982197,36,2022,Lowes-Power Tools-DeWalt-BRU-Accessories-Pro
2023-09-11,Lowes,Power Tools,DeWalt,BRU,Accessories,Pro,1287254.5,46847864.59,14.19641885,37,2022,Lowes-Power Tools-DeWalt-BRU-Accessories-Pro
2023-09-18,Lowes,Power Tools,DeWalt,BRU,Accessories,Pro,86318.21,2917237,13.64790127,38,2022,Lowes-Power Tools-DeWalt-BRU-Accessories-Pro
2023-09-25,Lowes,Power Tools,DeWalt,BRU,Accessories,Pro,82533.51,2999770.51,13.09482035,39,2022,Lowes-Power Tools-DeWalt-BRU-Accessories-Pro
2023-10-02,Lowes,Power Tools,DeWalt,BRU,Accessories,Pro,82733.03,3082503.54,12.91075619,40,2022,Lowes-Power Tools-DeWalt-BRU-Accessories-Pro
2023-10-09,Lowes,Power Tools,DeWalt,BRU,Accessories,Pro,83121.24,3165624.78,13.29150287,41,2022,Lowes-Power Tools-DeWalt-BRU-Accessories-Pro
2023-10-16,Lowes,Power Tools,DeWalt,BRU,Accessories,Pro,1306399.91,53262811.56,14.36002042,42,2022,Lowes-Power Tools-DeWalt-BRU-Accessories-Pro
2023-10-23,Lowes,Power Tools,DeWalt,BRU,Accessories,Pro,80865.89,3331211.75,13.6939924,43,2022,Lowes-Power Tools-DeWalt-BRU-Accessories-Pro
2023-10-30,Lowes,Power Tools,DeWalt,BRU,Accessories,Pro,82751.41,3413963.16,13.46482261,44,2022,Lowes-Power Tools-DeWalt-BRU-Accessories-Pro
2020-12-15,Lowes,Power Tools,HILTI,BRU,Accessories,Consumer,1101068,66349581.67,17.48598651,50,2019,Lowes-Power Tools-HILTI-BRU-Accessories-Consumer
2020-12-29,Lowes,Power Tools,HILTI,BRU,Accessories,Consumer,896998.59,68318723.76,23.34056587,52,2019,Lowes-Power Tools-HILTI-BRU-Accessories-Consumer
2021-01-05,Lowes,Power Tools,HILTI,BRU,Accessories,Consumer,1008476.1,1008476.1,31.40542119,1,2020,Lowes-Power Tools-HILTI-BRU-Accessories-Consumer
2021-01-19,Lowes,Power Tools,HILTI,BRU,Accessories,Consumer,1101082.26,3213394.75,32.12618702,3,2020,Lowes-Power Tools-HILTI-BRU-Accessories-Consumer
2021-01-26,Lowes,Power Tools,HILTI,BRU,Accessories,Consumer,1106693.19,4320087.94,29.7703943,4,2020,Lowes-Power Tools-HILTI-BRU-Accessories-Consumer
2021-02-02,Lowes,Power Tools,HILTI,BRU,Accessories,Consumer,1148289.9,5468377.84,27.65414328,5,2020,Lowes-Power Tools-HILTI-BRU-Accessories-Consumer
2021-02-09,Lowes,Power Tools,HILTI,BRU,Accessories,Consumer,1099019.94,6567397.78,26.82127206,6,2020,Lowes-Power Tools-HILTI-BRU-Accessories-Consumer
2021-02-16,Lowes,Power Tools,HILTI,BRU,Accessories,Consumer,1101349.2,7668746.98,26.42784585,7,2020,Lowes-Power Tools-HILTI-BRU-Accessories-Consumer
2021-02-23,Lowes,Power Tools,HILTI,BRU,Accessories,Consumer,1148565.06,8817312.04,25.6738159,8,2020,Lowes-Power Tools-HILTI-BRU-Accessories-Consumer
2021-03-01,Lowes,Power Tools,HILTI,BRU,Accessories,Consumer,1168249.34,9985561.38,25.52892952,9,2020,Lowes-Power Tools-HILTI-BRU-Accessories-Consumer
2021-03-08,Lowes,Power Tools,HILTI,BRU,Accessories,Consumer,1197899.11,11183460.49,24.35926884,10,2020,Lowes-Power Tools-HILTI-BRU-Accessories-Consumer
2021-03-15,Lowes,Power Tools,HILTI,BRU,Accessories,Consumer,1196333.29,12379793.78,23.26950399,11,2020,Lowes-Power Tools-HILTI-BRU-Accessories-Consumer
2021-03-22,Lowes,Power Tools,HILTI,BRU,Accessories,Consumer,1154788.59,13534582.37,22.70546681,12,2020,Lowes-Power Tools-HILTI-BRU-Accessories-Consumer
2021-03-29,Lowes,Power Tools,HILTI,BRU,Accessories,Consumer,1201441.41,14736023.78,22.41672633,13,2020,Lowes-Power Tools-HILTI-BRU-Accessories-Consumer
2021-04-05,Lowes,Power Tools,HILTI,BRU,Accessories,Consumer,1259996.63,15996020.41,23.54281177,14,2020,Lowes-Power Tools-HILTI-BRU-Accessories-Consumer
2021-04-12,Lowes,Power Tools,HILTI,BRU,Accessories,Consumer,1302291.83,17298312.24,24.95391584,15,2020,Lowes-Power Tools-HILTI-BRU-Accessories-Consumer
2021-04-19,Lowes,Power Tools,HILTI,BRU,Accessories,Consumer,1363768.52,18662080.76,24.23399753,16,2020,Lowes-Power Tools-HILTI-BRU-Accessories-Consumer
2021-04-26,Lowes,Power Tools,HILTI,BRU,Accessories,Consumer,1704008,20366088.76,21.44208043,17,2020,Lowes-Power Tools-HILTI-BRU-Accessories-Consumer
2021-05-03,Lowes,Power Tools,HILTI,BRU,Accessories,Consumer,1800375.85,22166464.61,18.76082655,18,2020,Lowes-Power Tools-HILTI-BRU-Accessories-Consumer
2021-05-10,Lowes,Power Tools,HILTI,BRU,Accessories,Consumer,1896102.07,24062566.68,16.29231939,19,2020,Lowes-Power Tools-HILTI-BRU-Accessories-Consumer
2021-05-17,Lowes,Power Tools,HILTI,BRU,Accessories,Consumer,1832720.55,25895287.23,14.7735644,20,2020,Lowes-Power Tools-HILTI-BRU-Accessories-Consumer
2021-05-24,Lowes,Power Tools,HILTI,BRU,Accessories,Consumer,1823836.16,27719123.39,13.76102045,21,2020,Lowes-Power Tools-HILTI-BRU-Accessories-Consumer
2021-05-31,Lowes,Power Tools,HILTI,BRU,Accessories,Consumer,1726163.97,29445287.36,13.43476691,22,2020,Lowes-Power Tools-HILTI-BRU-Accessories-Consumer
2021-06-07,Lowes,Power Tools,HILTI,BRU,Accessories,Consumer,1708949.15,31154236.51,14.37566926,23,2020,Lowes-Power Tools-HILTI-BRU-Accessories-Consumer
2021-06-14,Lowes,Power Tools,HILTI,BRU,Accessories,Consumer,1672045.89,32826282.4,14.7112045,24,2020,Lowes-Power Tools-HILTI-BRU-Accessories-Consumer
2021-06-21,Lowes,Power Tools,HILTI,BRU,Accessories,Consumer,1675648.6,34501931,14.69481222,25,2020,Lowes-Power Tools-HILTI-BRU-Accessories-Consumer
2021-06-28,Lowes,Power Tools,HILTI,BRU,Accessories,Consumer,1572336.94,36074267.94,14.4706227,26,2020,Lowes-Power Tools-HILTI-BRU-Accessories-Consumer
2021-07-05,Lowes,Power Tools,HILTI,BRU,Accessories,Consumer,1612929.94,37687197.88,14.68537003,27,2020,Lowes-Power Tools-HILTI-BRU-Accessories-Consumer
2021-07-12,Lowes,Power Tools,HILTI,BRU,Accessories,Consumer,1420343.38,39107541.26,17.06280847,28,2020,Lowes-Power Tools-HILTI-BRU-Accessories-Consumer
2021-07-19,Lowes,Power Tools,HILTI,BRU,Accessories,Consumer,1524957.19,40632498.45,17.02700365,29,2020,Lowes-Power Tools-HILTI-BRU-Accessories-Consumer
2021-07-26,Lowes,Power Tools,HILTI,BRU,Accessories,Consumer,1513675.57,42146174.02,16.59507118,30,2020,Lowes-Power Tools-HILTI-BRU-Accessories-Consumer
2021-08-02,Lowes,Power Tools,HILTI,BRU,Accessories,Consumer,1540608.13,43686782.15,16.68502673,31,2020,Lowes-Power Tools-HILTI-BRU-Accessories-Consumer
2021-08-09,Lowes,Power Tools,HILTI,BRU,Accessories,Consumer,1505908.18,45192690.33,16.23228488,32,2020,Lowes-Power Tools-HILTI-BRU-Accessories-Consumer
2021-08-16,Lowes,Power Tools,HILTI,BRU,Accessories,Consumer,1489120.63,46681810.96,16.22987756,33,2020,Lowes-Power Tools-HILTI-BRU-Accessories-Consumer
2021-08-23,Lowes,Power Tools,HILTI,BRU,Accessories,Consumer,1471917.16,48153728.12,16.5095045,34,2020,Lowes-Power Tools-HILTI-BRU-Accessories-Consumer
2021-08-30,Lowes,Power Tools,HILTI,BRU,Accessories,Consumer,1443231.44,49596959.56,16.50182816,35,2020,Lowes-Power Tools-HILTI-BRU-Accessories-Consumer
2021-09-06,Lowes,Power Tools,HILTI,BRU,Accessories,Consumer,1379022.84,50975982.4,15.60515123,36,2020,Lowes-Power Tools-HILTI-BRU-Accessories-Consumer
2021-09-13,Lowes,Power Tools,HILTI,BRU,Accessories,Consumer,1315656.53,52327281.15,15.20683827,37,2020,Lowes-Power Tools-HILTI-BRU-Accessories-Consumer
2021-09-20,Lowes,Power Tools,HILTI,BRU,Accessories,Consumer,1289006.37,53616287.52,14.73668434,38,2020,Lowes-Power Tools-HILTI-BRU-Accessories-Consumer
2021-09-27,Lowes,Power Tools,HILTI,BRU,Accessories,Consumer,1311830.67,54928118.19,14.1780613,39,2020,Lowes-Power Tools-HILTI-BRU-Accessories-Consumer
2021-10-04,Lowes,Power Tools,HILTI,BRU,Accessories,Consumer,1282215.46,56210333.65,14.39687381,40,2020,Lowes-Power Tools-HILTI-BRU-Accessories-Consumer
2021-10-11,Lowes,Power Tools,HILTI,BRU,Accessories,Consumer,1366022.45,57576356.1,16.76761339,41,2020,Lowes-Power Tools-HILTI-BRU-Accessories-Consumer
2021-10-18,Lowes,Power Tools,HILTI,BRU,Accessories,Consumer,1392929.32,58969285.42,19.00168622,42,2020,Lowes-Power Tools-HILTI-BRU-Accessories-Consumer
2021-10-25,Lowes,Power Tools,HILTI,BRU,Accessories,Consumer,1599607.19,60568892.61,20.39876409,43,2020,Lowes-Power Tools-HILTI-BRU-Accessories-Consumer
2021-11-01,Lowes,Power Tools,HILTI,BRU,Accessories,Consumer,1415085.22,61983977.83,20.10892656,44,2020,Lowes-Power Tools-HILTI-BRU-Accessories-Consumer
2021-11-08,Lowes,Power Tools,HILTI,BRU,Accessories,Consumer,1601146.51,63585124.34,22.32258153,45,2020,Lowes-Power Tools-HILTI-BRU-Accessories-Consumer
2021-11-15,Lowes,Power Tools,HILTI,BRU,Accessories,Consumer,1764272.04,65349396.38,21.91967755,46,2020,Lowes-Power Tools-HILTI-BRU-Accessories-Consumer
2021-11-22,Lowes,Power Tools,HILTI,BRU,Accessories,Consumer,1865666,67215062,20.63025914,47,2020,Lowes-Power Tools-HILTI-BRU-Accessories-Consumer
2021-11-29,Lowes,Power Tools,HILTI,BRU,Accessories,Consumer,1539905.66,68754968.24,18.42715974,48,2020,Lowes-Power Tools-HILTI-BRU-Accessories-Consumer
2021-12-06,Lowes,Power Tools,HILTI,BRU,Accessories,Consumer,1612342.08,70367310.32,17.56894698,49,2020,Lowes-Power Tools-HILTI-BRU-Accessories-Consumer
2021-12-13,Lowes,Power Tools,HILTI,BRU,Accessories,Consumer,1713362.1,72080672.42,18.01084432,50,2020,Lowes-Power Tools-HILTI-BRU-Accessories-Consumer
2021-12-20,Lowes,Power Tools,HILTI,BRU,Accessories,Consumer,1811087.61,73891760.03,18.95349595,51,2020,Lowes-Power Tools-HILTI-BRU-Accessories-Consumer
2021-12-27,Lowes,Power Tools,HILTI,BRU,Accessories,Consumer,1503578.67,75395338.7,18.54731969,52,2020,Lowes-Power Tools-HILTI-BRU-Accessories-Consumer
2022-01-03,Lowes,Power Tools,HILTI,BRU,Accessories,Consumer,1698042.8,1698042.8,17.72767344,1,2021,Lowes-Power Tools-HILTI-BRU-Accessories-Consumer
2022-01-10,Lowes,Power Tools,HILTI,BRU,Accessories,Consumer,262139.03,487538.44,27.46624783,2,2021,Lowes-Power Tools-HILTI-BRU-Accessories-Consumer
2022-01-17,Lowes,Power Tools,HILTI,BRU,Accessories,Consumer,371006.39,1067797.22,14.44243945,3,2021,Lowes-Power Tools-HILTI-BRU-Accessories-Consumer
2022-01-24,Lowes,Power Tools,HILTI,BRU,Accessories,Consumer,1224777.89,5063450.35,15.12942858,4,2021,Lowes-Power Tools-HILTI-BRU-Accessories-Consumer
2022-01-31,Lowes,Power Tools,HILTI,BRU,Accessories,Consumer,1290826.19,6354276.54,16.4776608,5,2021,Lowes-Power Tools-HILTI-BRU-Accessories-Consumer
2022-02-07,Lowes,Power Tools,HILTI,BRU,Accessories,Consumer,309483.96,2077191.91,13.18150329,6,2021,Lowes-Power Tools-HILTI-BRU-Accessories-Consumer
2022-02-14,Lowes,Power Tools,HILTI,BRU,Accessories,Consumer,178683.09,1625644.72,23.04130045,7,2021,Lowes-Power Tools-HILTI-BRU-Accessories-Consumer
2022-02-21,Lowes,Power Tools,HILTI,BRU,Accessories,Consumer,1173258.37,9569786.48,15.18144594,8,2021,Lowes-Power Tools-HILTI-BRU-Accessories-Consumer
2022-02-28,Lowes,Power Tools,HILTI,BRU,Accessories,Consumer,1262846.69,10832633.17,15.40794647,9,2021,Lowes-Power Tools-HILTI-BRU-Accessories-Consumer
2022-03-07,Lowes,Power Tools,HILTI,BRU,Accessories,Consumer,1192064.45,12024697.62,13.07871828,10,2021,Lowes-Power Tools-HILTI-BRU-Accessories-Consumer
2022-03-14,Lowes,Power Tools,HILTI,BRU,Accessories,Consumer,316478.91,3565369.77,12.37129671,11,2021,Lowes-Power Tools-HILTI-BRU-Accessories-Consumer
2022-03-21,Lowes,Power Tools,HILTI,BRU,Accessories,Consumer,1196189.98,14391388.92,12.97758949,12,2021,Lowes-Power Tools-HILTI-BRU-Accessories-Consumer
2022-03-28,Lowes,Power Tools,HILTI,BRU,Accessories,Consumer,270259.16,3152903.73,17.34522065,13,2021,Lowes-Power Tools-HILTI-BRU-Accessories-Consumer
2022-04-04,Lowes,Power Tools,HILTI,BRU,Accessories,Consumer,893161.18,16410995.89,14.26019703,14,2021,Lowes-Power Tools-HILTI-BRU-Accessories-Consumer
2022-04-11,Lowes,Power Tools,HILTI,BRU,Accessories,Consumer,357508.7,4930784.78,13.78255377,15,2021,Lowes-Power Tools-HILTI-BRU-Accessories-Consumer
2022-04-18,Lowes,Power Tools,HILTI,BRU,Accessories,Consumer,1061889.67,18631740.58,15.90223738,16,2021,Lowes-Power Tools-HILTI-BRU-Accessories-Consumer
2022-04-25,Lowes,Power Tools,HILTI,BRU,Accessories,Consumer,341732.74,5604204.79,12.98223609,17,2021,Lowes-Power Tools-HILTI-BRU-Accessories-Consumer
2022-05-02,Lowes,Power Tools,HILTI,BRU,Accessories,Consumer,1014791.69,20665581.54,15.74561752,18,2021,Lowes-Power Tools-HILTI-BRU-Accessories-Consumer
